judul,ulasan,skor,url
Kono Kaisha ni Suki na Hito ga Imasu,"an anime that I expected more of the same and surprised me, really a couple where to hold hands does not need to be in the last episode... lol, I thought the plot of the two trying to get ahead in life was cool, and just for the record this is an anime so don't try to bring this to real life because it's obvious that life will not be that easy, anyway it's very good it avoids many cliches and it doesn't take years for a romance to develop. the animation is not the best, but it fulfilled the main thing at least which
                  ...
is great. I love romance, it's my favorite genre, but I confess that I was already tired of it always being the same thing, and even in these adult romances, there are some that I watched that, my god, the couple doesn't go beyond holding hands, and look, I've watched many, many romances and even rewatched many of them, but this one finally got away from that a lot. Of course, it continues with that silly romance of many, but at least it goes beyond many others. I highly recommend this anime because it's a very good differentiator.",Reviewer’s Rating: 10,https://myanimelist.net/anime/59361/Kono_Kaisha_ni_Suki_na_Hito_ga_Imasu/reviews
Kono Kaisha ni Suki na Hito ga Imasu,"Everyone keeps secrets, often at work even, but it's rare that your secret is that your dating your so-called office enemy.

In I Have a Crush at Work, we follow Yui and Masugu, who in everyone's eyes are always at each other's throat, fighting over even small disagreements. But in reality the two of them are dating and slowly building a loving relationship, while trying to avoid the possible drama that would come at the office, if their relationship went public.

It is a very down to earth plot, showing normal struggles for a couple that works at the same company. We see how the job can
                  ...
be demanding and stressful, and how a new relationship is full of passion and uncertainty. This gives the show some elements that carry over through the season, while other problems are solved in the episode it shows up in. The show then has a smooth progression, but also doesn’t let a problem hang in the air for too long, while giving the needed details for each plotline. So the plot really shows what an adult life is like, with both job and romance, and is done with a great pace, progression and detail.

The characters are also done with details and clear different personalities. They are made to be normal people, with both flaws and talents, so they have to learn, adapt and compromise. We follow the main couple as they have to learn how to handle some aspects of a relationship and how to deal with situations at work. This gives a nice effect of seeing both the characters individually evolve and their relations evolving with them, which is very satisfying to watch. For the side characters are some of them just there to support the plot and main couple, and thereby doesn’t have much detail to them, while others are shown more attention, becoming a more integral part of the story and has their own progression. The characters overall are done with the right amount of details and individuality, while still keeping their relations realistic, which gives a nice progression for the main couple and certain side characters.

The show is overall very much a down to earth show, which shows aspects of adult life, when it comes to romance and work. It is very enticing to watch, without it being high drama or anything similar. It also keeps a nice balance between art style and the animation, which helps keep the atmosphere of an adult relationship without the high intensive drama, letting the romance be enjoyed by itself.

So if you like romance and especially office romance, can i only recommend this show, since it really is a good romance anime.",Reviewer’s Rating: 8,https://myanimelist.net/anime/59361/Kono_Kaisha_ni_Suki_na_Hito_ga_Imasu/reviews
Kono Kaisha ni Suki na Hito ga Imasu,"There are no spoilers in this comment; they are just my personal thoughts on the series overall.

Honestly, I’ll admit I’m biased because I love this type of show, so if you’re neutral about it, feel free to ignore my opinion.

What I loved most about this series was its beginning, oh my, it was emotional, romantic, and captivating! Even the comedy scenes were so enjoyable, making me get attached to the main couple, Taichi and Yui, of course.

I want to compare it to a very similar series, *Kekkon suru tte, Hontou desu ka* (*365 Days to the Wedding*). Compared to that, this series feels more lively,
                  ...
engaging, and emotional, whereas the other one leans more toward realism and a serious approach to relationships. Both are great, but if you watched *365 Days to the Wedding*, I highly recommend this one—it’s much more fun and captivating.

If you love romance anime, you should absolutely give this one a try. It’s a unique experience since not many anime focus this much on romance at work in general. I watched it weekly as it aired and had a great time, but I guarantee you’ll enjoy it even more if you binge it. It’s an engaging and entertaining series overall.

The only downside I can think of is how often the story shifts focus away from the romantic relationship. It happens a lot, and that was a bit annoying for me.

I rate this anime 10/10 because I truly enjoyed it!",Reviewer’s Rating: 10,https://myanimelist.net/anime/59361/Kono_Kaisha_ni_Suki_na_Hito_ga_Imasu/reviews
Kono Kaisha ni Suki na Hito ga Imasu,"Kono Kaisha ni Suki na Hito ga Imasu
English: There's Someone I Like in This Company (can you keep a secret?)

Last Anime season we had a couple pretending to be engaged, this one we  have a couple pretending they are not together 

Ah, workplace romances—because nothing says ""professional"" like sneaking glances and covert hand-holding during office hours. Following the trend of couples with something to hide, Kono Kaisha ni Suki na Hito ga Imasu brings us a duo trying to keep their love life under wraps while maintaining their day jobs.

Plot and Characters:
This series centers on two coworkers who are secretly dating but go out
                  ...
of their way to act like they can’t stand each other at work. It's a simple premise that plays on the tension and comedy of their dual lives. Outside the office, they’re all about the romance, but in front of their colleagues, it's all business (and a touch of animosity). It’s a slow-burn slice-of-life for viewers who enjoy the understated charm of office romance without the usual over-the-top drama.

Art and Animation:
The animation is clean and straightforward, matching the series' laid-back vibe. While it doesn’t push any artistic boundaries, it’s a solid representation of the slice-of-life genre. The muted color palette and realistic character designs give it a grounded feel, fitting for a show aimed at a slightly older audience who can relate to the office setting.

Final Thoughts:
Kono Kaisha ni Suki na Hito ga Imasu is a quiet, unassuming series that won’t knock your socks off but provides a cozy watch for fans of workplace dramas and subtle romances. It’s the kind of show that’s perfect for winding down after a long day—nothing too intense, just a gentle peek into the secret lives of office workers in love. While it might not stand out as a must-watch of the season, it’s a pleasant addition to the slice-of-life genre, perfect for those who enjoy a bit of romance with their workday routine.",Reviewer’s Rating: 5,https://myanimelist.net/anime/59361/Kono_Kaisha_ni_Suki_na_Hito_ga_Imasu/reviews
Kono Kaisha ni Suki na Hito ga Imasu,"The adults finally get a romance for their demographic!! This anime was very refreshing. Yes, I grew up watching anime, and thus, I still really enjoy the shoujo classics. And yes, I still like some of the shoujos that have come out in recent years, despite the characters and target demographics being high schoolers. But I have really been craving a show like ""Wotakoi"", which is a phenomenal romance with an adult cast and audience, and we have finally been served!!

This show was very cute and wholesome, but with a good mix of spice. But that's what makes it realistic, specially for an adult audience.
                  ...
And it was pretty realistic with portraying the pros and cons of an office romance as well, hence why the characters opted to hide it. 

I also love how the focus wasn't just on the main couple, but on the second couple as well!

Overall, I recommend this show if you are also a working adult who enjoyed ""Wotakoi""!",Reviewer’s Rating: 7,https://myanimelist.net/anime/59361/Kono_Kaisha_ni_Suki_na_Hito_ga_Imasu/reviews
Kono Kaisha ni Suki na Hito ga Imasu,"This generally isn't the type of anime I watch, but I kept hearing about it, so decided to try it out. It's an incredibly charming adult-oriented romcom that starts off rather slow but really draws you in as the series progresses. The plot is very straightforward, all the characters are pretty likable and relatable, and the relationships that develop seem very natural. 

I would caution that, if you've never worked in a professional setting before, a lot of this show's ""drama"" is going to go over your head and you likely won't enjoy it much. But, for anyone who's worked in an office and had
                  ...
a romantic connection with a coworker, this will definitely hit home.",Reviewer’s Rating: 9,https://myanimelist.net/anime/59361/Kono_Kaisha_ni_Suki_na_Hito_ga_Imasu/reviews
Kono Kaisha ni Suki na Hito ga Imasu,"Kono Kaisha ni Suki na Hito ga Imasu  is an anime about two coworkers who, despite their seemingly dislike for each other, are secretly dating and navigating the challenges of maintaining a romance in the workplace. While the premise is simple and somewhat generic, the show manages to keep things interesting and avoids the ""all fun with no substance"" pitfalls. It's easily one of the best office romance series and this season.

This is a show that presents its characters as functioning adults who handle their relationship and workplace issues with a reasonable degree of maturity. The intimate moments between the protagonists are portrayed thoughtfully,
                  ...
and the conflicts are not needlessly drawn out. These don't determine the quality of the show but it's refreshing to see them in an office romance.
The character development is fair, as we witness the growth of the couple both as partners and as individuals, tackling work challenges and personal issues together. The characters for the most part feel relatable, and you can easily empathize with their diverse perspectives.  

As a romance anime, you can't escape some of the classic tropes and clichés. But they don't go too overboard with it, so it's tolerable. Even the supporting characters, while not super developed, are decent enough that they don't drag the show down.  Somei and Hayakawa deserved more screen time!!!

Overall though, this is a really solid, feel-good office romance. If you want something light and wholesome that'll give you the warm fuzzies, definitely check it out! It's way better than a lot of the other workplace romance anime out there.",Reviewer’s Rating: 8,https://myanimelist.net/anime/59361/Kono_Kaisha_ni_Suki_na_Hito_ga_Imasu/reviews
Kono Kaisha ni Suki na Hito ga Imasu,"Best romance anime of the season, there's no doubt. This anime shows just how much seinen romance is miles ahead of shoujo romance, and I hope this will lead to more seinen romances being adapted in the future.

This is an actual seinen romance with no bullshitting, that might be the best thing about this show. The lack of bullshitting, tropes and fabricated drama makes it really enjoyable and chill. Maybe it's a bit too unproblematic and there's not that much drama, but it doesn't need any of that to stay interesting. It also actually feels like an adult relationship, they actually deal with issues that's
                  ...
realistic both inside and outside their relationship (mostly work related).

The characters are just as charming as the story and the flow of the show. Their relationships and internal conflicts are relatable and done well and it works without the need for (forced) drama. There's a side couple and 2 more coworkers as side characters that get more screen time, besides them there aren't really anyone notable. I think there could've been more but honestly that's all we had time for in 12 episodes, but those 4 side characters are enjoyable to follow when they have their subplot.

There's not much more to say, it's an amazing romance anime that punches above its weight relative to its popularity and budget.",Reviewer’s Rating: 9,https://myanimelist.net/anime/59361/Kono_Kaisha_ni_Suki_na_Hito_ga_Imasu/reviews
Kono Kaisha ni Suki na Hito ga Imasu,"One of my all-time favourite romance animes. The premise of the show, that of a secret office romance, takes a backseat and instead the show focuses on fleshing out the relationship of the leads.  Both MCs are endearing and given enough characterization that their growing affinity for one another feels completely natural. The office setting isn't just a backdrop for the show to insert genre cliches - the way that Yui and Masugu support one another through the professional hurdles at their workplace makes their compatibility clear as day.  The show blends romantic and workplace drama to great effect - Yui and Masugu
                  ...
display solid individual character growth because they are together. 

The show really succeeds in portraying the excitement of entering a new relationship that has the potential to be serious. There are quite a few genuinely sweet moments that go above and beyond the average anime romance, both in their subtly and their execution. The jokes hit more often than they miss, thanks in part to charming supporting characters. There's also a cute side romance that is done very well . The character designs are appealing and the animation is serviceable, but generally  bright and eye-catching.  The OP and ED are catchy and great tone setters. Just a delight from start to finish.",Reviewer’s Rating: 9,https://myanimelist.net/anime/59361/Kono_Kaisha_ni_Suki_na_Hito_ga_Imasu/reviews
Kono Kaisha ni Suki na Hito ga Imasu,"Underrated anime that will be successful in the future.
Well, I'll tell you why the anime wasn't successful despite being good. First, the anime is very controversial. This anime deals with the reality of a few people in the job market, so many people may find the anime strange, but it's not. Second, our parents taught us not to date at work, which was okay in their time, but in ours, that doesn't work for everyone.
Third reason is that the animation isn't good for a romance anime. The animation is far from being bad, but it's not good for this genre either. I liked the anime
                  ...
because it brings a new story without clichés. If that's what you're looking for, this anime is for you.",Reviewer’s Rating: 8,https://myanimelist.net/anime/59361/Kono_Kaisha_ni_Suki_na_Hito_ga_Imasu/reviews
Kono Kaisha ni Suki na Hito ga Imasu,"I Have a Crush at Work starts off strong with an engaging premise and fast pacing that immediately grabs your attention. The initial episodes feel exciting, as the story moves quickly without dragging. However, this fast pacing also becomes its downfall. While it starts off with enough content to keep viewers hooked, that substance dries up too soon, making the latter half feel somewhat empty and unremarkable.

It’s not a bad watch—you can finish it if you start it—but it doesn’t have anything particularly special to keep you truly invested till the end. It’s more of a casual watch rather than something that leaves a lasting
                  ...
impression. My rating: 7/10—decent, but nothing extraordinary.",Reviewer’s Rating: 7,https://myanimelist.net/anime/59361/Kono_Kaisha_ni_Suki_na_Hito_ga_Imasu/reviews
Kono Kaisha ni Suki na Hito ga Imasu,"MAL: Comedy, Romance, Adult Cast, Workplace, Seinen. Then maybe something easygoing, and funny, and chillin', right? Well, not really. Or maybe the life of a working adult, right? Again, not really.

The visuals are decent enough, the designs pretty nice. Bright colours, sparkly eyes, all that stuff. Great drawing where is needed, for example when focusing on a cake of something brand-like. Same for landscape.
The audio is ok. It won't bother you, but you won't remark it either. The OP and ED are decent enough, but probably you'll still skip it. The VAs do a decent job, but the show won't use them at their full
                  ...
potential. The production value seems good enough, not over the top.
As you might see, its a ""nice, but"" kinda show. And thats a problem. It gives you a feel for a slice-of-life but at the same time it is not. 

So, the problems. Well, its a show with ""adult cast"" but it doesn't want to go heavily on the ""adult"" stuff. And I don't mean the sex stuff, we have implied scenes for that. I'm talking about the work angle. It should show us a boring slice-of-life day-by-day work stuff, while also their relationship. Nope, we get crisis at work, self imposed problems and such. The show thinks we get to see some personal struggles and character development, but actually we see a nowadays problem: you don't know your characters good enough and you put them in a bad light. For example, she screws something at work, he says some supporting stuff, she decides something, she has a personal growth. What he told her is something along the lines ""you always think too much about what others think"". In other words, this is not the first time happening, she keeps doing the same stuff and she never learned before. And only now, for the viewers, she does better. But that also means that she kept doing the same stuff over and over and over. Its not something major, life changing, but it shows you something about her and that the author never thought things through. There are more examples like these, but it doesn't really matter. My point is the drama is just for show, no real problems. To be fair, there IS some character development, its not all bad, but I was expecting more. My bad :))
  There are a couple of comedy scenes, but those are forced in-between, just to have that comedy tag. Same for the romance. Again, to be fair, you get romance scenes, with nice drawings (sparkles, bubbles, sparking bubbles, blushing) that keep your attention on them, but the motives for those scenes are meh, looks faked, just for our eyes. I mean, its nice and all, but it feels like a plain romance relationship. Yes, we got a couple of nice scenes (both for rom and com) in the first episodes, but thats it, the rest is kinda meh. The selling point of this show was ""(self-imposed) forbidden office romance"". Well, this is not that. And without that, it becomes just a run-of-the-mill rom-com. Thats not a bad thing, but also, not a great thing. It just makes you mediocre, something thats lost in the crowd.

So, a kinda rom-com show, with some kinda character growth, with some decent enough visuals. Stuff happens, stuff gets resolved quickly. Kinda boring after a while. Still not a slice-of-life. And thats it. A jack-of-all-trades means you excel at nothing.

I'll give it a 5, mostly for for the visuals and designs. The show has not ended and I might edit  if needed, but nothing will make it better, so I'm sure the rating will stay the same.
Have a lovely day.",Reviewer’s Rating: 5,https://myanimelist.net/anime/59361/Kono_Kaisha_ni_Suki_na_Hito_ga_Imasu/reviews
Kono Kaisha ni Suki na Hito ga Imasu,"its like working! anime but more on work and more on secret romance, nice to watch in my own opinion, hard to explain the other else cause theres not really much to say it was kinda mid, so mid that it makes me desire for more impact plot, all i can say is this is the kind of anime where all about good romance and all of that romance scenes get compiled into 1 video then post it in youtube then all of the viewers will love it cause its giving them diabetes

mixed feelings for recommendation for sure since it was kinda ""ordinary""",Reviewer’s Rating: 7,https://myanimelist.net/anime/59361/Kono_Kaisha_ni_Suki_na_Hito_ga_Imasu/reviews
Kono Kaisha ni Suki na Hito ga Imasu,"the point of the story is about muehehehehehe... if it's 1 per episode, that means in one season they've done 12 muehehehehehe.
when you and your girlfriend are alone in the room, then fanservice happens. i love it, the story is light and entertaining,

the love story between two office friends in the office and in secret, every episode I just wait for the moment when the secret relationship is revealed, for now I give a score of 7 first, because their relationship has not been found out. and I'm waiting for the appearance of a rival girlfriend or an NTR moment to add drama to the
                  ...
story, but wait, it seems like there is no need for an NTR moment either, I'm afraid and don't want the MC to get NTR, especially getting NTR in a hotel, it will definitely be very painful and will lower the anime rating",Reviewer’s Rating: 7,https://myanimelist.net/anime/59361/Kono_Kaisha_ni_Suki_na_Hito_ga_Imasu/reviews
Kono Kaisha ni Suki na Hito ga Imasu,"It's a sickly sweet romance where the twist is a simple one and that is keeping a relationship under wraps at work to ""avoid making things awkward"". A premise which can instigate a vast amount of ideas to work with. Not the most genuine premise ever and it may feel forced or artificial at times, but it does lead to a lot of comedic/romantic moments which is what the audience wants. 

I'm not sure if it's because I'm around the same age group as these fucking goofballs (31 years, married and divorced young, now it's just me and my cows), but watching them go from
                  ...
pure intimacy to unbearably cheesy anime tropes with all the nervous/timid energy to boot, these grown ass adults, is more tiring or unappealing rather than cute/wholesome, which is obviously what they're actually going for with these moments.  

The fact that I can pretty much find every trope/situation this show has to offer in your run of the mill Highschool romance/romcom, doesn't help much either. OK, they're together at the beginning of the show, not a common occurrence in anime, sure, but hardly revolutionary. The sex is a hit with the fans and why wouldn't it be, the vast majority of anime shy away from such affection, but then treating this show like it's the best thing since sliced bread is a little much for me. I will not be swayed by it's variety in development lol, it may even come across as a little cheap writing ploy to draw viewers in right away which will stay for the long run, it's not the only anime that had a sex scene in it's first episode this season (though this one was done far better than the one in Around 40 Otoko no Isekai Tsuuhan, at least it felt organic in this show lol). 

I don't see many others echoing my thoughts on this show in the forum episode threads, sometimes you just want cute and wholesome and I understand that, but the interactions and developments just take me out of it far too often for me to carry on with the show. I just expected a bit more with this ""adult cast"" workplace show.",Reviewer’s Rating: 5,https://myanimelist.net/anime/59361/Kono_Kaisha_ni_Suki_na_Hito_ga_Imasu/reviews
Kono Kaisha ni Suki na Hito ga Imasu,"If this is supposed to be a cute and light romance anime, it failed miserably. All I saw was a romanticized toxic relationship. They should have a serious talk about their priorities, cuz it seems everyone's needs are more important than those of their own significant other. The characters are very immature, which would be justified in a highschool setting, or if the anime din't portray those behaviours in adults as something literally labeled as ""cute"", throughout the series. However, it fails to do so and we are left feeling unconfortable, even thought that isn't even the goal of this piece of work. Not an
                  ...
enjoyable experience. If you are looking for a mature office romance, like Wotakoi, this isn't it.",Reviewer’s Rating: 3,https://myanimelist.net/anime/59361/Kono_Kaisha_ni_Suki_na_Hito_ga_Imasu/reviews
Kimi no Koto ga Daidaidaidaidaisuki na 100-nin no Kanojo,"100 Girlfriends Who REALLY Love You - This is it; we've officially hit PEAK Trash Harem Rom-com, the likes of which we have not seen since time millenia, in the most flawless and outlandish way ever done possible.

For all of what the AniManga industry has to offer since its humble beginnings decades ago, only one genre stands out the most due to its consistent relevancy: the romance genre, which comes in a lot of flavours for everyone's enjoyment. And seemingly, one of the most popular themes from that genre would come to define the next level of enjoyment: harem. Sure, you have the obvious ones,
                  ...
like Ken Akamatsu's Negima! Magister Negi Magi series, which has a child MC being loved by his class of 31 high school girls, is, to my mind, the very first incarnation of the ""more than single-digit"" harem rom-com series.

And while no other series would beat the famed mangaka's work in time to come (if focusing on just that aspect), it would take almost 8 years for the next rival to show up, and I don't know how this author came up with the absurd concept, but it has earned its fanbase overtime to become one of the most vocal communities whenever a new rival...erm, girlfriend shows up to add to the total number. And that, my friends, is mangaka Rikito Nakamura and illustrator Yukiko Nozawa's Kimi no Koto ga Daidaidaidaidaisuki na 100-nin no Kanojo a.k.a The 100 Girlfriends Who Really, Really, Really, Really, REALLY Love You, one of the most unapologetic AniManga works to come out in a very long while, came out guns blazing to give everyone a dose of its voraciously irresistible over-the-top harem medicine with the ever-so-loving parody twist that leaves us drugged and intoxicated for more.

Just a short story between the two mangaka that made something that has since been the eye-opener for the manga readers anticipating the long-awaited and much-hyped anime adaptation: both Rikito Nakamura and Yukiko Nozawa already had works to their name, the former starting out in 2016 and the latter starting out in 2013. But for the par of their course, none of them really panned out, with Rikito Nakamura having his own absurd ideas that just cannot be translated into full series (the best (unknown) was 2017's Heppoko Yuusha ni Senryaku wo a.k.a Please Give Strategies to Immature Hero) and Yukiko Nozawa already having her debut of 2013's Eguchi-kun manga series to lukewarm reviews. Clearly, something, somewhere, must be missing, and it would not be until the latter's single manga volume of 2016's Henshoku Joshi wa Koi de Onaka wo Mitashitai that she would experience the turning point of her life, plus another 3 years for the former to once again create a manga series of his choosing. This then brings us to both author and illustrator joining hands for 100 Girlfriends a.k.a HyaKkano, where within the span of 4 years (plus the anime adaptation into account) since the manga's release in December 2019, has seen an exponential explosion in its loyal fanbase, cementing that the series IS the next step in the harem rom-com evolution of being not just the first ""triple digit"" harem rom-com series, but a manga series that would stand the test of time to come. And what a manga it is that we still have Season 2 of the anime to go, which speaks to the testament of the fantastic adaptation that we received here.

Going into HyaKkano, the only thing that you need to take note of: despite being a typical harem rom-com, this show is NOT meant to be taken seriously, since it's a parody of said genres that bends its rules to the limit so outrageously and dim-wittedly that it corners itself into masterpiece territory. The idea of someone being rejected — that's normal, but 100 times? The God of Love sure is unruly with this boy named Rentarou Aijo. Every high school boy and girl wants to achieve their romantic soulmate, and Rentarou is no different, being a failed chad MC that has gotten 100 rejections in a row without any of the stupid anime shenanigan requirements like the usual cultural festival and shitz. Determined to change his life for the better, he visits the shrine that would help turn his situation around, and the God of Love literally visits him and grants his wish. The problem: due to the God of Love breaking the 4th wall, he made a mistake by not blessing him with a girlfriend of his dreams but with 100 girlfriends instead. However, this comes with a very simple caveat: get rejected by at least one of them, and their lives are marked for death, plain and simple. Therein starts Rentaro's self-improving project of keeping his ""Rentaro (harem) family"" together, despite all circumstances.

From here on, let's get introduced to the first few girlfriends attached to Rentaro for Season 1 of the anime:
- Girlfriends No. 1 and 2: the Deredere of Hakari Hanazono and the Tsundere of Karane Inda. Both girls are the aforementioned same-class classmates together with Rentaro, and these two girls will give you an idea of how unhinged the ""assumed"" two-timing relationship will go. Hakari is the rich man's girl of the group, but her personality is an entire 180° flip of a switch that she can become obsessive about Rentaro's advances, always in gleam of whatever he does to keep the relationship alive. But for Karane, she opposes the very idea that Rentaro is going for, despite not knowing the dire consequences that said chad MC would not do her so; she just went with it and warmed up to him overtime to accept that the nth-timing is a way that he can establish his ""army"" of girlfriends, despite her slim figure that hides a gargantuan gorilla-ish high strength.
- Girlfriend No. 3: the Dandere of Shizuka Yoshimoto. She's another classmate of the trio, but someone who always hides away in their school's library club is a librarian. Being someone of few words, Rentaro's trouble dealing with her comes with its own set of difficulties that honestly is a cinch. But being a bookworm and someone who loves to read fantasy romance stories allows Rentaro to connect better with her, to the point of developing a specific app to relay her replies to anyone. The level of dedication to this quiet girl is one reason why he's the ultimate harem chad.
- Girlfriend No. 4: the Kuudere of Nano Eiai. Think of her as like Komi-san wa, Comyushou desu. a.k.a Komi Can't Communicate's titular female MC character is the epitome of stoic emotionlessness that doesn't hide her spectacular levels of intelligence and high optimization of her daily life to remove all unnecessary clutter. Yet, in the eyes of Rentaro (like Komi-san's titular male MC Hitohito Tadano), she begins to feel emotions that she would not have otherwise felt, and over time, she begins to accept that Rentaro will always be a part of her life.
- Girlfriend No. 5: the Undere of Kusuri Yakuzen. The 3rd-year president of the Chemistry Club, her speciality is creating drugs that have 1001 ways of emitting strange effects, often being the boon and bane of Rentaro and his girlfriends when situations are called to the crunch. That said, Kusuri's biggest twist is that one of her drugs, the immortal drug, allows her to swap into the body of an 18-year-old girl but will always retract back to the 8-year-old body, which doesn't discount her young adult mentality. She's kind of like an oddball, working for the best of circumstances.
- Girlfriend No. 6: the Himidere of Hahari Hanazono. As you can tell by the family name, she is Hakari's mother, and her family history is one of distraught, where, in the simplest of terms, she raised Hakari as a single mother, having dated someone who was terminally ill from a very young age that he died a young child. She's hands down the biggest troublemaker when it comes to the Rentaro family; she stands her ground from the simple fact that it's immoral for Rentaro to nth-time her only daughter, which by hook or by crook, the chad MC managed to cure her heart, and that's how she got into the harem craze.

There are still more girlfriends to come, so this is just the start! And no, don't get me started on the kiss-thirsty vice principal of the school; she MUST be tied down like a snake.

I'm very impressed by the anime adaptation we got here, which manages to outdo the manga and amp it up to 11. This is much thanks to director Hikaru Sato, who is the director for the batshit-insane Jashin-chan Dropkick series. So for anyone who has seen an episode or two of that show, you'll know what to expect: absurd, ballsy, walls-over-the-top double-trouble of a show. Just like with Jashin-chan, he absolutely honoured the nonsensical parallels of the manga that's translated to the anime, and his staff team, for better or for worse, absolutely nailed the adaptation right down to a T. I have no words but endless praise for Hikaru Sato for a marvellous job done. And at first, I thought I was worried about the studio adapting this, considering that it's Bibury Animation Studios with their wide catalogue of shows with lots of variety. But my fears (as well as those ofanga readers) are soon allayed because the anime adaptation is, simply put, outstanding.

The OST is another highlight for the series as well. I often always deride songs sung by character VAs, but this one is just the right measure of vibes, and this is a great song. Even better, is Nako Misaki's ED, which is low-key certified, a bopping banger.

You don't need me to say that 100 Girlfriends a.k.a HyaKkano has been one of the most-awaited manga-turned-anime adaptations from source readers for quite some time, that with the anime, the manga has been done justice, and furthermore,.

That said, bring on Season 2! We need more of the Chad MC and his growing Rentaro girlfriend family!",Reviewer’s Rating: 10,https://myanimelist.net/anime/54714/Kimi_no_Koto_ga_Daidaidaidaidaisuki_na_100-nin_no_Kanojo/reviewshttps://myanimelist.net/anime/59457/Haite_Kudasai_Takamine-san/reviewshttps://myanimelist.net/anime/52709/Danjo_no_Yuujou_wa_Seiritsu_suru_Iya_Shinai/reviews
Kimi no Koto ga Daidaidaidaidaisuki na 100-nin no Kanojo,"From the world renowned Anime Harem Academy, popularly known as ""AHA!!!"" which produced such graduates as farmer extraordinaire Hiraku Michio, last male standing Mizuhara Reito, the god of negation Touma Kamijou, reincarnated magnetism Kazuto Hongou, shady teacher magister Negi Springfield, god of conquest Katsuragi Keima, Oppai Dragon emperor Hyoudou Issei, your neighborhood friendly spirit whisperer Shido Itsuka and many many more, comes the newest and freshest able bodied graduate Aijo Rentaro, fated to be courted by a hundred ladies of myriad shapes, ages, features and personalities.

Plot: The title is the plot of this Anime appropriately summarised as briefly as possible. Now if you thought that
                  ...
was hilarious, you're in for a treat from the very onset of this one. From divine mistakes to mistakes of divine proportions, this is a ridiculous ride of fun and funny with occasional flourishes of light dramatic moments. 

Characters: The protagonist at the beginning is someone who just can not catch a break, so much so he ends up scoring the unholy, unwanted, unrequited century. Though unlike most other Harem protagonists, he is neither as dense as a black hole, nor as dumb as the asteroid that was a bit rude to the Jurassic inhabitants. 

And then there is the Harem, which if anything plays about every single archetype in the book. Almost every kind of trope is on show as well. Not to forget the Gods either, they play a key role often in the story, as well as the students and inhabitants of the locality.

Animation: This is not the Anime for Sakuga connoisseurs. However, here you'll be amply entertained with gag and humour animation as much as you want. It is filled to the brim with low effort meme faces, random allusions, and myriad references. This sort of style suits what Hundred Girlfriends is really well, and you'll be hard pressed to find someone who finds it difficult to palate. 

Music: Again, the music mostly blends well with what is shown on screen. There is nothing much to talk about it, the music does it's job and enhances the effect other things have. 

Enjoyment: Quite honestly, The Hundred Girlfriends Who Really, Really, Really, Really, Really Love You is perhaps the most funny and humorous Anime of this season. You'd have to try really hard and possess a special amount of obnoxious pretentiousness to not find enough here to entertain you. This comes with a glowing recommendation as a certified laugh fest, have fun while it is here to entertain you.",Reviewer’s Rating: 8,https://myanimelist.net/anime/54714/Kimi_no_Koto_ga_Daidaidaidaidaisuki_na_100-nin_no_Kanojo/reviewshttps://myanimelist.net/anime/59457/Haite_Kudasai_Takamine-san/reviewshttps://myanimelist.net/anime/52709/Danjo_no_Yuujou_wa_Seiritsu_suru_Iya_Shinai/reviews
Kimi no Koto ga Daidaidaidaidaisuki na 100-nin no Kanojo,"One thing is clear after watching this entire season, and it's that there are people out there who have no idea what love actually is. The question becomes, then, whether those people are the writers, the target audience, or both.

When you start a show with ""100 Girlfriends"" in the title, you have already accepted the ridiculousness of the premise and can't really complain about the absurdity of the plot. That being said, I still feel like there were two acceptable paths through a show like this: you either give us paper-thin characters so we can quickly collect all 100 and choose our favorite like we
                  ...
did with Pokemon, or you stick with a small number and develop them into living, breathing characters. Sadly for ""100 Girlfriends,"" however, we get the worst of both worlds.

By the end of Season 1, the number of titular girlfriends is still in the single-digits, yet none of them are developed beyond their singular defining trait. We get the thirsty one, the angry one, the quiet one, and the emotionless one, just to name a few, but we have zero reason to love these girls because we really don't know why the MC loves them in the first place. The ""love"" he feels for them is the equivalent of the Zing from Hotel Transylvania, and both he and the girlfriends know that they (literally) cannot live without one another, but aside from that? He never once gives us a reason for his attraction aside from the fact that he's a high school boy with a harem.

This circles back to my opening remark, which was meant as a legitimate criticism of the writing and not an insult to the people that enjoyed the show. Why should I care what happens to any of these people if the MC that ""loves"" them cannot articulate why he himself cares? There's an arc near the end that is meant to create prisonbreak-style drama, but when the prisoner in question is essentially a plot device, I feel like I'm the one in need of an escape route. The VA cast, animation, and music were all on-point, hence why I can't give this less than a 4/10, but I can't honestly go any higher when the plot falls so flat. All would be forgiven if the comedy was there, but alas, none of that landed for me either.

In short, this show was quite disappointing. I love the harem genre because it gives the viewer an opportunity to argue with friends about which girl is best, but there's just not enough here to make those arguments worthwhile. I honestly do not think I could recommend this show to anyone because it falls so short of expectations in every important category.",Reviewer’s Rating: 4,https://myanimelist.net/anime/54714/Kimi_no_Koto_ga_Daidaidaidaidaisuki_na_100-nin_no_Kanojo/reviewshttps://myanimelist.net/anime/59457/Haite_Kudasai_Takamine-san/reviewshttps://myanimelist.net/anime/52709/Danjo_no_Yuujou_wa_Seiritsu_suru_Iya_Shinai/reviews
